Location	Category	Sub Category	Brand	Offer	Start Date	End Date
Mumbai	Dining	Standalone	Seaside Patio(citizen hotel)	15% off on Food and Soft Beverages	"July 01, 2013"	"August 31, 2014"
Mumbai	Dining	Standalone	Oasis	15% off on ala carte food bill 	"July 01, 2013"	"August 31, 2014"
Mumbai	Dining	Standalone	Sapphire	15% off on ala carte food bill 	"July 01, 2013"	"August 31, 2014"
Mumbai	Dining	Standalone	Amigos	15% off on ala carte food bill 	"July 01, 2013"	"August 31, 2014"
Mumbai	Dining	Standalone	Its Mirchi	15% off on ala carte food bill 	"July 01, 2013"	"August 31, 2014"
Mumbai	Dining	Standalone	Andy's Pizzas	15% off on ala carte food bill 	"July 01, 2013"	"August 31, 2014"
Mumbai	Dining	Standalone	Trends	15% off on ala carte food bill 	"July 01, 2013"	"August 31, 2014"
Mumbai	Dining	Chain	Big Daddy	15% off on ala carte food bill 	"July 01, 2013"	"August 31, 2014"
Mumbai	Dining	Chain	Big Daddy	15% off on ala carte food bill 	"July 01, 2013"	"August 31, 2014"
Chandigarh	Dining	Standalone	Masala Art	15% off on ala carte food bill 	"July 01, 2013"	"August 31, 2014"
Chandigarh	Dining	Standalone	The Orchid Green	15% off on ala carte food bill 	"July 01, 2013"	"August 31, 2014"
Chandigarh	Dining	Standalone	The Flavours	15% off on ala carte food bill 	"July 01, 2013"	"August 31, 2014"
Mumbai	Dining	Standalone	Rainbow	15% off  on Ala Carte and Buffet food Bill 	"July 01, 2013"	"August 31, 2014"
New Delhi	Dining	Chain	Pocket Bar	15% off on ala carte food bill 	"July 01, 2013"	"August 31, 2014"
Chandigarh	Dining	Chain	Noodle Bar	15% off on ala carte food bill 	"July 01, 2013"	"August 31, 2014"
Chandigarh	Dining	Standalone	Tao - Bar & Lounge	15% off on ala carte food bill 	"July 01, 2013"	"August 31, 2014"
New Delhi	Dining	Chain	The Great Kabab Factory	15% off on Food Bill	"August 01, 2013"	"September 30, 2014"
Noida	Dining	Chain	The Great Kebab Factory	15% off on Food Bill	"August 01, 2013"	"September 30, 2014"
New Delhi	Dining	Standalone	Chill House	15% off on Food Bill (Ala Carte Menu)	"July 01, 2013"	"August 31, 2014"
New Delhi	Dining	Standalone	Bhowani Junction - The Connaught Hotel	15% off on Food Bill (Ala Carte Menu)	"July 01, 2013"	"August 31, 2014"
Mumbai	Dining	Standalone	Bayview Bar (Citizen hotel)	15% off on Food and Non-Alcoholic Beverage.	"July 01, 2013"	"August 31, 2014"
Mumbai	Dining	Chain	Caf_ Oregano	15% off on food bill 	"July 01, 2013"	"August 31, 2014"
Mumbai	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Mumbai	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Mumbai	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Mumbai	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Mumbai	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Mumbai	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Mumbai	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Mumbai	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Mumbai	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Mumbai	Dining	Chain	Oh! Calcutta	Special offer	"July 01, 2013"	"August 01, 2014"
Mumbai	Dining	Chain	Oh! Calcutta	Special offer	"July 01, 2013"	"August 01, 2014"
Mumbai	Dining	Chain	Sigree	Special offer	"July 01, 2013"	"August 01, 2014"
Goa	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Pune	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Pune	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Pune	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Pune	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Pune	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Pune	Dining	Chain	Sigree	Special offer	"July 01, 2013"	"August 01, 2014"
Aurangabad	Dining	Chain	Flame & Grill	Special offer	"July 01, 2013"	"August 01, 2014"
Nashik	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Nashik	Dining	Chain	Machaan	Special offer	"July 01, 2013"	"August 01, 2014"
Vadodara	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Ahmedabad	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Surat	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Surat	Dining	Chain	Machaan	Special offer	"July 01, 2013"	"August 01, 2014"
Delhi NCR	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Delhi NCR	Dining	Chain	Oh! Calcutta	Special offer	"July 01, 2013"	"August 01, 2014"
Gurgaon	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Noida	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Chandigarh	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Ludhiana	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Lucknow	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Guwahati	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Guwahati	Dining	Chain	Machaan	Special offer	"July 01, 2013"	"August 01, 2014"
Kolkata	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Kolkata	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Kolkata	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Howrah	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Kolkata	Dining	Chain	Oh! Calcutta	Special offer	"July 01, 2013"	"August 01, 2014"
Kolkata	Dining	Chain	Oh! Calcutta	Special offer	"July 01, 2013"	"August 01, 2014"
Kolkata	Dining	Chain	Sigree	Special offer	"July 01, 2013"	"August 01, 2014"
Kolkata	Dining	Chain	Machaan	Special offer	"July 01, 2013"	"August 01, 2014"
Howrah	Dining	Chain	Machaan	Special offer	"July 01, 2013"	"August 01, 2014"
Kolkata	Dining	Chain	Flame & Grill Mani Square	Special offer	"July 01, 2013"	"August 01, 2014"
Kolkata	Dining	Chain	Flame & Grill SC	Special offer	"July 01, 2013"	"August 01, 2014"
Kolkata	Dining	Chain	Haka	Special offer	"July 01, 2013"	"August 01, 2014"
Kolkata	Dining	Chain	Haka	Special offer	"July 01, 2013"	"August 01, 2014"
Durgapur	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Patna	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Bhubaneshwar	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Hyderabad	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Hyderabad	Dining	Chain	Sigree	Special offer	"July 01, 2013"	"August 01, 2014"
Hyderabad	Dining	Chain	Oh! Calcutta	Special offer	"July 01, 2013"	"August 01, 2014"
Hyderabad	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Bangalore	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Bangalore	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Bangalore	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Bangalore	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Bangalore	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Bangalore	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Bangalore	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Bangalore	Dining	Chain	Oh! Calcutta	Special offer	"July 01, 2013"	"August 01, 2014"
Bangalore	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Mangalore	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Chennai	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Chennai	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Chennai	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Chennai	Dining	Chain	Mainland China	Special offer	"July 01, 2013"	"August 01, 2014"
Chennai	Dining	Chain	Sigree	Special offer	"July 01, 2013"	"August 01, 2014"
Mumbai	Dining	Chain	Sweet Bengal	10% discount for Billing above Rs 999 	"July 01, 2013"	"August 01, 2014"
Mumbai	Dining	Chain	Sweet Bengal	10% discount for Billing above Rs 999 	"July 01, 2013"	"August 01, 2014"
Mumbai	Dining	Chain	Sweet Bengal	10% discount for Billing above Rs 999 	"July 01, 2013"	"August 01, 2014"
Mumbai	Dining	Chain	Sweet Bengal	10% discount for Billing above Rs 999 	"July 01, 2013"	"August 01, 2014"
Mumbai	Dining	Chain	Sweet Bengal	10% discount for Billing above Rs 999 	"July 01, 2013"	"August 01, 2014"
Mumbai	Dining	Chain	Sweet Bengal	10% discount for Billing above Rs 999 	"July 01, 2013"	"August 01, 2014"
Mumbai	Dining	Chain	Sweet Bengal	10% discount for Billing above Rs 999 	"July 01, 2013"	"August 01, 2014"
Mumbai	Dining	Chain	Sweet Bengal	10% discount for Billing above Rs 999 	"July 01, 2013"	"August 01, 2014"
Mumbai	Dining	Chain	Sweet Bengal	10% discount for Billing above Rs 999 	"July 01, 2013"	"August 01, 2014"
Mumbai	Dining	Chain	Sweet Bengal	10% discount for Billing above Rs 999 	"July 01, 2013"	"August 01, 2014"
Mumbai	Dining	Chain	Sweet Bengal	10% discount for Billing above Rs 999 	"July 01, 2013"	"August 01, 2014"
Mumbai	Dining	Chain	Sweet Bengal	10% discount for Billing above Rs 999 	"July 01, 2013"	"August 01, 2014"
Mumbai	Dining	Chain	Sweet Bengal	10% discount for Billing above Rs 999 	"July 01, 2013"	"August 01, 2014"
Mumbai	Dining	Chain	Sweet Bengal	10% discount for Billing above Rs 999 	"July 01, 2013"	"August 01, 2014"
New Delhi	Dining	Standalone	Out of the Box	15% on Food Bill	"July 01, 2013"	"August 31, 2014"
New Delhi	Dining	Standalone	Red Ocean	15% on Food Bill ( Ala Carte Menu )	"June 01, 2013"	"August 31, 2014"
Ghaziabad	Dining	Standalone	Bawarchi Delite	15% on Food Bill	"May 01, 2013"	"August 31, 2014"
New Delhi	Dining	Standalone	Hi Mirchee	15% off on Food bill	"April 01, 2013"	"May 31, 2014"
New Delhi	Dining	Standalone	Amber	15% off on Food bill	"March 01, 2013"	"April 30, 2014"
Bangalore	Dining	Standalone	Tango	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Calypso	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Drumstick	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	The Curve	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Uttarkand	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Bean Here	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Nawab	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	The Mine	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	7th Heaven	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Spicy Restaurant	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Onyx	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Ion bar & Kitchen	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	West wood	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Wood Rose	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Dhaba	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Rajasthan ki Rasoi	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Nizams Paradise	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Yin Yang	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	The Touch Club	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	The Deck Lounge	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Just Kebabs	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Opus	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Aroy	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Daawat-E-Punjab	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Golden Metro	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Amazing Blue Pub	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	The Grill & the Curry bowl	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	No Limmits	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Feast	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Skybar	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Elevate	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	La Gardenia	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Chaarcoals	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Club9	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Mezz9	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Mustard	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Beetle Juice	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	MG's Fine dining & Bar	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Jaisalmer	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Sidewalk Caf_	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Guzzlers Inn	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Coconut Grove	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Fenix	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Parika	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Legacy of Punjab	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Kudla	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Crescent Avenue	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Great Moment	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Heights Caf_	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	30 Grand	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	18 China Town	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Aromas of South	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	 37 China Town	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	The Bliss	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Tang Of Jamaica	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Irie	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Jamay Caf_	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Aranya	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	The Oriental Pavillion	15% off on the bill	"September 01, 2013"	"November 30, 2014"
Bangalore	Dining	Standalone	Aqua Grill	15% off on the bill	"September 01, 2013"	"November 30, 2014"
Bangalore	Dining	Standalone	Boondock Bistro	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Zodiac	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Nakshatra	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Terrace Grill	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	The Orchid	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Bangalore	Dining	Standalone	Eaton	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Hyderabad	Dining	Standalone	Zodiac	15% off on the bill	"September 01, 2012"	"October 30, 2014"
Hyderabad	Dining	Standalone	The Oriental Pavilion	15% off on the bill	"September 01, 2012"	"October 30, 2014"
Hyderabad	Dining	Standalone	The Bar	15% off on the bill	"September 01, 2012"	"October 30, 2014"
Hyderabad	Dining	Standalone	Orchid	15% off on the bill	"September 01, 2012"	"October 30, 2014"
Hyderabad	Dining	Standalone	Lounge Bar	15% off on the bill	"September 01, 2012"	"October 30, 2014"
Hyderabad	Dining	Standalone	Ginger Court	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Hyderabad	Dining	Standalone	Galaxy Roof Top	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Hyderabad	Dining	Standalone	Elixir	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Hyderabad	Dining	Standalone	Bytes Dining	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Hyderabad	Dining	Standalone	Anantara Fine Dining	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Hyderabad	Dining	Standalone	Cascade	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Hyderabad	Dining	Standalone	Diaspora	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Hyderabad	Dining	Standalone	Balloons	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Hyderabad	Dining	Standalone	Horizon	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Hyderabad	Dining	Standalone	Silk Route Restaurant & Bar	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Hyderabad	Dining	Standalone	Soups n Salads	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Hyderabad	Dining	Standalone	Frydayz	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Hyderabad	Dining	Standalone	Siaa	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Hyderabad	Dining	Standalone	Rock n Grill	15% off on the bill	"August 15, 2013"	"October 14, 2014"
Chennai	Dining	Standalone	Columbia	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Chennai	Dining	Standalone	Marina	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Chennai	Dining	Standalone	Society Restaurant - Ambassador Pallava	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Chennai	Dining	Standalone	Salt 'N' Pepper - Ambassador Pallava	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Chennai	Dining	Standalone	Society Bar	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Chennai	Dining	Standalone	Banama's Kitchen	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Chennai	Dining	Standalone	Banama's Kitchen	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Chennai	Dining	Standalone	Basil	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Chennai	Dining	Standalone	The Wok	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Chennai	Dining	Standalone	Mixx	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Chennai	Dining	Standalone	The Tranquebar	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Chennai	Dining	Standalone	Promanade	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Chennai	Dining	Standalone	Jugg Head The Burger House	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Chennai	Dining	Standalone	Star Rock	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Chennai	Dining	Standalone	The Movies	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Chennai	Dining	Standalone	Caffeine	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Chennai	Dining	Standalone	Salsa Palato	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Chennai	Dining	Standalone	Bhojanam	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Chennai	Dining	Standalone	Capsicum by Bhojanam	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Chennai	Dining	Standalone	The Madaras Kafe	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Chennai	Dining	Standalone	Dario's	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Chennai	Dining	Standalone	Transit	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Chennai	Dining	Standalone	F4	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Chennai	Dining	Standalone	Azulia	15% off on Food & Beverage	"August 15, 2013"	"October 14, 2014"
Chennai	Dining	Standalone	Any Time	15% off on Food & Beverage	"August 15, 2013"	"October 14, 2014"
Chennai	Dining	Standalone	Copper Point	15% off on Food & Beverage	"August 15, 2013"	"October 14, 2014"
Chennai	Dining	Standalone	High Time	15% off on Food & Beverage	"August 15, 2013"	"October 14, 2014"
Chennai	Dining	Standalone	Zodiac	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Chennai	Dining	Standalone	Nostradamus	15% Discount on Food & Liquor	"August 15, 2013"	"October 14, 2014"
Kolkata	Dining	Standalone	Square 405	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Kolkata	Dining	Standalone	Zodiac	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Kolkata	Dining	Standalone	Nostradamus	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
NEW DELHI	Dining	Standalone	SANJHA CHULHA	15% Discount on Food	"August 15, 2013"	"September 30, 2014"
NEW DELHI	Dining	Standalone	SAANUK	15% Discount on Food	"August 15, 2013"	"September 30, 2014"
NEW DELHI	Dining	Standalone	28 CAPRI ITALY	15% Discount on Food	"August 15, 2013"	"September 14, 2014"
NOIDA	Dining	Standalone	NYSHA BAR AND GRILL	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
NOIDA	Dining	Standalone	KAFFIIAA	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
NOIDA	Dining	Standalone	DESI VIBES	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
NEW DELHI	Dining	Standalone	MARKET CAFÄ	15% Discount on Food	"August 15, 2013"	"September 14, 2014"
NEW DELHI	Dining	Standalone	SPASSO	15% Discount on Food	"August 15, 2013"	"September 14, 2014"
Gurgaon	Dining	Standalone	IKAYS	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Gurgaon	Dining	Standalone	SALSA SALSA	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
NEW DELHI	Dining	Standalone	RED CHIILI	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
NEW DELHI	Dining	Standalone	RED CHIILI	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
NEW DELHI	Dining	Standalone	MADDOX	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
NEW DELHI	Dining	Standalone	THE PINT	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
NEW DELHI	Dining	Standalone	THE 567	15% Discount on Food	"August 15, 2013"	"September 14, 2014"
NEW DELHI	Dining	Standalone	ZOOK	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
NEW DELHI	Dining	Chain	SLICE OF ITALY	15% Discount on Food	"August 15, 2013"	"September 30, 2014"
NEW DELHI	Dining	Chain	SLICE OF ITALY	15% Discount on Food	"August 15, 2013"	"September 30, 2014"
NEW DELHI	Dining	Chain	SLICE OF ITALY	15% Discount on Food	"August 15, 2013"	"September 30, 2014"
NEW DELHI	Dining	Chain	SLICE OF ITALY	15% Discount on Food	"August 15, 2013"	"September 30, 2014"
NEW DELHI	Dining	Chain	SLICE OF ITALY	15% Discount on Food	"August 15, 2013"	"September 30, 2014"
NEW DELHI	Dining	Chain	SLICE OF ITALY	15% Discount on Food	"August 15, 2013"	"September 30, 2014"
NEW DELHI	Dining	Chain	SLICE OF ITALY	15% Discount on Food	"August 15, 2013"	"September 30, 2014"
NEW DELHI	Dining	Chain	SLICE OF ITALY	15% Discount on Food	"August 15, 2013"	"September 30, 2014"
GHAZIABAD	Dining	Chain	SLICE OF ITALY	15% Discount on Food	"August 15, 2013"	"September 30, 2014"
Gurgaon	Dining	Chain	SLICE OF ITALY	15% Discount on Food	"August 15, 2013"	"September 30, 2014"
NOIDA	Dining	Chain	SLICE OF ITALY	15% Discount on Food	"August 15, 2013"	"September 30, 2014"
FARIDABAD	Dining	Chain	SLICE OF ITALY	15% Discount on Food	"August 15, 2013"	"September 30, 2014"
Gurgaon	Dining	Standalone	Bueno	15% Discount on Food	"August 01, 2013"	"August 31, 2014"
Noida	Dining	Standalone	My way Or the High Way	15% Discount on Food	"September 01, 2013"	"November 30, 2014"
NEW DELHI	Dining	Standalone	D Destination	15% Discount on Food	"September 01, 2013"	"November 30, 2014"
Gurgaon	Dining	Standalone	Great Indian Curries	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
NEW DELHI	Dining	Standalone	Haute Saute	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Gurgaon	Dining	Standalone	Roxxie 15	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Gurgaon	Dining	Standalone	Devils Staying Alive	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
NEW DELHI	Dining	Standalone	Mellt	15% Discount on Food	"September 01, 2013"	"September 30, 2014"
NEW DELHI	Dining	Standalone	Booze	15% Discount on Food	"September 01, 2013"	"September 30, 2014"
NEW DELHI	Dining	Standalone	Shooters	15% Discount on Food	"September 01, 2013"	"September 30, 2014"
NEW DELHI	Dining	Standalone	Urban Knights	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
NEW DELHI	Dining	Standalone	Mart9y	15% Discount on Food	"August 15, 2013"	"October 14, 2014"
Gurgaon	Dining	Standalone	Zaffran	15% Discount on Food	"August 15, 2013"	"September 14, 2014"
Gurgaon	Dining	Standalone	Palmyra	15% Discount on Food	"August 15, 2013"	"September 14, 2014"
Gurgaon	Dining	Standalone	Peppers	15% Discount on Food	"August 15, 2013"	"September 30, 2014"
Gurgaon	Dining	Standalone	Shanghai Bar	15% Discount on Food	"August 15, 2013"	"September 14, 2014"
Gurgaon	Dining	Standalone	Lucia	15% Discount on Food	"August 15, 2013"	"September 14, 2014"
Ahmedabad	Dining	Standalone	Neelam's Luft Restaurant	15% off on foodbill	"September 01, 2013"	"November 01, 2014"
